"Asset Type","Asset","Source","Harness","Last Updated UTC","Path Relative to Home","Kind","Source Relative Path"
"agents","adr-writing-guardian.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/adr-writing-guardian.md","file",".cursor/agents/adr-writing-guardian.md"
"agents","adr-writing-worker-bee.md","user global agents","","8/15/2026 4:05:49 AM",".agents/agents/adr-writing-worker-bee.md","file","agents/adr-writing-worker-bee.md"
"agents","adr-writing-worker-bee.md","user global claude","","8/15/2026 4:05:49 AM",".claude/agents/adr-writing-worker-bee.md","file","agents/adr-writing-worker-bee.md"
"agents","adr-writing-worker-bee.md","user global cursor","","8/15/2026 4:05:49 AM",".cursor/agents/adr-writing-worker-bee.md","file","agents/adr-writing-worker-bee.md"
"agents","adr-writing-worker-bee.md","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/agents/adr-writing-worker-bee.md","file",".claude/agents/adr-writing-worker-bee.md"
"agents","adr-writing-worker-bee.md","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/agents/adr-writing-worker-bee.md","file",".agents/agents/adr-writing-worker-bee.md"
"agents","adr-writing-worker-bee.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/agents/adr-writing-worker-bee.md","file",".cursor/agents/adr-writing-worker-bee.md"
"agents","adr-writing-worker-bee.toml","user global codex","","8/15/2026 4:05:49 AM",".codex/agents/adr-writing-worker-bee.toml","file","agents/adr-writing-worker-bee.toml"
"agents","adr-writing-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.codex/agents/adr-writing-worker-bee.toml","file",".codex/agents/adr-writing-worker-bee.toml"
"agents","affiliate-referral-program-guardian.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/affiliate-referral-program-guardian.md","file",".cursor/agents/affiliate-referral-program-guardian.md"
"agents","affiliate-referral-program-worker-bee.md","user global claude","","6/18/2026 5:54:35 AM",".claude/agents/affiliate-referral-program-worker-bee.md","file","agents/affiliate-referral-program-worker-bee.md"
"agents","agile-scrum-guardian.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/agile-scrum-guardian.md","file",".cursor/agents/agile-scrum-guardian.md"
"agents","agile-scrum-worker-bee.md","user global agents","","8/15/2026 4:05:49 AM",".agents/agents/agile-scrum-worker-bee.md","file","agents/agile-scrum-worker-bee.md"
"agents","agile-scrum-worker-bee.md","user global claude","","8/15/2026 4:05:49 AM",".claude/agents/agile-scrum-worker-bee.md","file","agents/agile-scrum-worker-bee.md"
"agents","agile-scrum-worker-bee.md","user global cursor","","8/15/2026 4:05:49 AM",".cursor/agents/agile-scrum-worker-bee.md","file","agents/agile-scrum-worker-bee.md"
"agents","agile-scrum-worker-bee.md","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/agents/agile-scrum-worker-bee.md","file",".claude/agents/agile-scrum-worker-bee.md"
"agents","agile-scrum-worker-bee.md","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/agents/agile-scrum-worker-bee.md","file",".agents/agents/agile-scrum-worker-bee.md"
"agents","agile-scrum-worker-bee.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/agents/agile-scrum-worker-bee.md","file",".cursor/agents/agile-scrum-worker-bee.md"
"agents","agile-scrum-worker-bee.toml","user global codex","","8/15/2026 4:05:49 AM",".codex/agents/agile-scrum-worker-bee.toml","file","agents/agile-scrum-worker-bee.toml"
"agents","agile-scrum-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.codex/agents/agile-scrum-worker-bee.toml","file",".codex/agents/agile-scrum-worker-bee.toml"
"agents","ai-coding-tools-guardian.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/ai-coding-tools-guardian.md","file",".cursor/agents/ai-coding-tools-guardian.md"
"agents","ai-coding-tools-worker-bee.md","user global agents","","8/15/2026 4:05:49 AM",".agents/agents/ai-coding-tools-worker-bee.md","file","agents/ai-coding-tools-worker-bee.md"
"agents","ai-coding-tools-worker-bee.md","user global claude","","8/15/2026 4:05:49 AM",".claude/agents/ai-coding-tools-worker-bee.md","file","agents/ai-coding-tools-worker-bee.md"
"agents","ai-coding-tools-worker-bee.md","user global cursor","","8/15/2026 4:05:49 AM",".cursor/agents/ai-coding-tools-worker-bee.md","file","agents/ai-coding-tools-worker-bee.md"
"agents","ai-coding-tools-worker-bee.md","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/agents/ai-coding-tools-worker-bee.md","file",".claude/agents/ai-coding-tools-worker-bee.md"
"agents","ai-coding-tools-worker-bee.md","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/agents/ai-coding-tools-worker-bee.md","file",".agents/agents/ai-coding-tools-worker-bee.md"
"agents","ai-coding-tools-worker-bee.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/agents/ai-coding-tools-worker-bee.md","file",".cursor/agents/ai-coding-tools-worker-bee.md"
"agents","ai-coding-tools-worker-bee.toml","user global codex","","8/15/2026 4:05:49 AM",".codex/agents/ai-coding-tools-worker-bee.toml","file","agents/ai-coding-tools-worker-bee.toml"
"agents","ai-coding-tools-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.codex/agents/ai-coding-tools-worker-bee.toml","file",".codex/agents/ai-coding-tools-worker-bee.toml"
"agents","ai-tools-platform-guardian.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/ai-tools-platform-guardian.md","file",".cursor/agents/ai-tools-platform-guardian.md"
"agents","ai-tools-platform-worker-bee.md","user global agents","","8/15/2026 4:05:49 AM",".agents/agents/ai-tools-platform-worker-bee.md","file","agents/ai-tools-platform-worker-bee.md"
"agents","ai-tools-platform-worker-bee.md","user global claude","","8/15/2026 4:05:49 AM",".claude/agents/ai-tools-platform-worker-bee.md","file","agents/ai-tools-platform-worker-bee.md"
"agents","ai-tools-platform-worker-bee.md","user global cursor","","8/15/2026 4:05:49 AM",".cursor/agents/ai-tools-platform-worker-bee.md","file","agents/ai-tools-platform-worker-bee.md"
"agents","ai-tools-platform-worker-bee.md","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/agents/ai-tools-platform-worker-bee.md","file",".claude/agents/ai-tools-platform-worker-bee.md"
"agents","ai-tools-platform-worker-bee.md","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/agents/ai-tools-platform-worker-bee.md","file",".agents/agents/ai-tools-platform-worker-bee.md"
"agents","ai-tools-platform-worker-bee.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/agents/ai-tools-platform-worker-bee.md","file",".cursor/agents/ai-tools-platform-worker-bee.md"
"agents","ai-tools-platform-worker-bee.toml","user global codex","","8/15/2026 4:05:49 AM",".codex/agents/ai-tools-platform-worker-bee.toml","file","agents/ai-tools-platform-worker-bee.toml"
"agents","ai-tools-platform-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.codex/agents/ai-tools-platform-worker-bee.toml","file",".codex/agents/ai-tools-platform-worker-bee.toml"
"agents","alt-ads-platforms-guardian.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/alt-ads-platforms-guardian.md","file",".cursor/agents/alt-ads-platforms-guardian.md"
"agents","alt-ads-platforms-worker-bee.md","user global claude","","6/18/2026 5:54:35 AM",".claude/agents/alt-ads-platforms-worker-bee.md","file","agents/alt-ads-platforms-worker-bee.md"
"agents","api-docs-guardian.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/api-docs-guardian.md","file",".cursor/agents/api-docs-guardian.md"
"agents","api-docs-worker-bee.md","user global agents","","8/15/2026 4:05:49 AM",".agents/agents/api-docs-worker-bee.md","file","agents/api-docs-worker-bee.md"
"agents","api-docs-worker-bee.md","user global claude","","8/15/2026 4:05:49 AM",".claude/agents/api-docs-worker-bee.md","file","agents/api-docs-worker-bee.md"
"agents","api-docs-worker-bee.md","user global cursor","","8/15/2026 4:05:49 AM",".cursor/agents/api-docs-worker-bee.md","file","agents/api-docs-worker-bee.md"
"agents","api-docs-worker-bee.md","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/agents/api-docs-worker-bee.md","file",".claude/agents/api-docs-worker-bee.md"
"agents","api-docs-worker-bee.md","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/agents/api-docs-worker-bee.md","file",".agents/agents/api-docs-worker-bee.md"
"agents","api-docs-worker-bee.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/agents/api-docs-worker-bee.md","file",".cursor/agents/api-docs-worker-bee.md"
"agents","api-docs-worker-bee.toml","user global codex","","8/15/2026 4:05:49 AM",".codex/agents/api-docs-worker-bee.toml","file","agents/api-docs-worker-bee.toml"
"agents","api-docs-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.codex/agents/api-docs-worker-bee.toml","file",".codex/agents/api-docs-worker-bee.toml"
"agents","app-store-submission-guardian.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/app-store-submission-guardian.md","file",".cursor/agents/app-store-submission-guardian.md"
"agents","app-store-submission-worker-bee.md","user global agents","","8/15/2026 4:05:49 AM",".agents/agents/app-store-submission-worker-bee.md","file","agents/app-store-submission-worker-bee.md"
"agents","app-store-submission-worker-bee.md","user global claude","","8/15/2026 4:05:49 AM",".claude/agents/app-store-submission-worker-bee.md","file","agents/app-store-submission-worker-bee.md"
"agents","app-store-submission-worker-bee.md","user global cursor","","8/15/2026 4:05:49 AM",".cursor/agents/app-store-submission-worker-bee.md","file","agents/app-store-submission-worker-bee.md"
"agents","app-store-submission-worker-bee.md","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/agents/app-store-submission-worker-bee.md","file",".claude/agents/app-store-submission-worker-bee.md"
"agents","app-store-submission-worker-bee.md","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/agents/app-store-submission-worker-bee.md","file",".agents/agents/app-store-submission-worker-bee.md"
"agents","app-store-submission-worker-bee.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/agents/app-store-submission-worker-bee.md","file",".cursor/agents/app-store-submission-worker-bee.md"
"agents","app-store-submission-worker-bee.toml","user global codex","","8/15/2026 4:05:49 AM",".codex/agents/app-store-submission-worker-bee.toml","file","agents/app-store-submission-worker-bee.toml"
"agents","app-store-submission-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.codex/agents/app-store-submission-worker-bee.toml","file",".codex/agents/app-store-submission-worker-bee.toml"
"agents","archivist-worker-bee.md","user global claude","","9/5/2026 8:26:38 AM",".claude/agents/archivist-worker-bee.md","file","agents/archivist-worker-bee.md"
"agents","archivist-worker-bee.md","vibe-coding-tools canonical",".claude","9/5/2026 8:26:38 AM","GitHub/vibe-coding-tools/.claude/agents/archivist-worker-bee.md","file",".claude/agents/archivist-worker-bee.md"
"agents","archivist-worker-bee.md","vibe-coding-tools local agents",".agents","9/5/2026 8:26:38 AM","GitHub/vibe-coding-tools/.agents/agents/archivist-worker-bee.md","file",".agents/agents/archivist-worker-bee.md"
"agents","archivist-worker-bee.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/agents/archivist-worker-bee.md","file",".cursor/agents/archivist-worker-bee.md"
"agents","archivist-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 9:53:41 AM","GitHub/vibe-coding-tools/.codex/agents/archivist-worker-bee.toml","file",".codex/agents/archivist-worker-bee.toml"
"agents","asset-guardian.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/asset-guardian.md","file",".cursor/agents/asset-guardian.md"
"agents","asset-worker-bee.md","user global agents","","8/15/2026 4:05:49 AM",".agents/agents/asset-worker-bee.md","file","agents/asset-worker-bee.md"
"agents","asset-worker-bee.md","user global claude","","8/15/2026 4:05:49 AM",".claude/agents/asset-worker-bee.md","file","agents/asset-worker-bee.md"
"agents","asset-worker-bee.md","user global cursor","","8/15/2026 4:05:49 AM",".cursor/agents/asset-worker-bee.md","file","agents/asset-worker-bee.md"
"agents","asset-worker-bee.md","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/agents/asset-worker-bee.md","file",".claude/agents/asset-worker-bee.md"
"agents","asset-worker-bee.md","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/agents/asset-worker-bee.md","file",".agents/agents/asset-worker-bee.md"
"agents","asset-worker-bee.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/agents/asset-worker-bee.md","file",".cursor/agents/asset-worker-bee.md"
"agents","asset-worker-bee.toml","user global codex","","8/15/2026 4:05:49 AM",".codex/agents/asset-worker-bee.toml","file","agents/asset-worker-bee.toml"
"agents","asset-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.codex/agents/asset-worker-bee.toml","file",".codex/agents/asset-worker-bee.toml"
"agents","auth-guardian.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/auth-guardian.md","file",".cursor/agents/auth-guardian.md"
"agents","auth-worker-bee.md","user global agents","","8/15/2026 4:05:49 AM",".agents/agents/auth-worker-bee.md","file","agents/auth-worker-bee.md"
"agents","auth-worker-bee.md","user global claude","","8/15/2026 4:05:49 AM",".claude/agents/auth-worker-bee.md","file","agents/auth-worker-bee.md"
"agents","auth-worker-bee.md","user global cursor","","8/15/2026 4:05:49 AM",".cursor/agents/auth-worker-bee.md","file","agents/auth-worker-bee.md"
"agents","auth-worker-bee.md","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/agents/auth-worker-bee.md","file",".claude/agents/auth-worker-bee.md"
"agents","auth-worker-bee.md","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/agents/auth-worker-bee.md","file",".agents/agents/auth-worker-bee.md"
"agents","auth-worker-bee.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/agents/auth-worker-bee.md","file",".cursor/agents/auth-worker-bee.md"
"agents","auth-worker-bee.toml","user global codex","","8/15/2026 4:05:49 AM",".codex/agents/auth-worker-bee.toml","file","agents/auth-worker-bee.toml"
"agents","auth-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.codex/agents/auth-worker-bee.toml","file",".codex/agents/auth-worker-bee.toml"
"agents","bifrost-worker-bee.md","user global agents","","9/4/2026 10:45:38 PM",".agents/agents/bifrost-worker-bee.md","file","agents/bifrost-worker-bee.md"
"agents","big-bang-space.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/big-bang-space.md","file",".cursor/agents/big-bang-space.md"
"agents","blogging-content-strategy-guardian.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/blogging-content-strategy-guardian.md","file",".cursor/agents/blogging-content-strategy-guardian.md"
"agents","blogging-content-strategy-worker-bee.md","user global claude","","6/18/2026 5:54:35 AM",".claude/agents/blogging-content-strategy-worker-bee.md","file","agents/blogging-content-strategy-worker-bee.md"
"agents","branching-strategy-guardian.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/branching-strategy-guardian.md","file",".cursor/agents/branching-strategy-guardian.md"
"agents","branching-strategy-worker-bee.md","user global agents","","8/15/2026 4:05:49 AM",".agents/agents/branching-strategy-worker-bee.md","file","agents/branching-strategy-worker-bee.md"
"agents","branching-strategy-worker-bee.md","user global claude","","8/15/2026 4:05:49 AM",".claude/agents/branching-strategy-worker-bee.md","file","agents/branching-strategy-worker-bee.md"
"agents","branching-strategy-worker-bee.md","user global cursor","","8/15/2026 4:05:49 AM",".cursor/agents/branching-strategy-worker-bee.md","file","agents/branching-strategy-worker-bee.md"
"agents","branching-strategy-worker-bee.md","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/agents/branching-strategy-worker-bee.md","file",".claude/agents/branching-strategy-worker-bee.md"
"agents","branching-strategy-worker-bee.md","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/agents/branching-strategy-worker-bee.md","file",".agents/agents/branching-strategy-worker-bee.md"
"agents","branching-strategy-worker-bee.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/agents/branching-strategy-worker-bee.md","file",".cursor/agents/branching-strategy-worker-bee.md"
"agents","branching-strategy-worker-bee.toml","user global codex","","8/15/2026 4:05:49 AM",".codex/agents/branching-strategy-worker-bee.toml","file","agents/branching-strategy-worker-bee.toml"
"agents","branching-strategy-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.codex/agents/branching-strategy-worker-bee.toml","file",".codex/agents/branching-strategy-worker-bee.toml"
"agents","changelog-release-notes-guardian.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/changelog-release-notes-guardian.md","file",".cursor/agents/changelog-release-notes-guardian.md"
"agents","changelog-release-notes-worker-bee.md","user global agents","","8/15/2026 4:05:49 AM",".agents/agents/changelog-release-notes-worker-bee.md","file","agents/changelog-release-notes-worker-bee.md"
"agents","changelog-release-notes-worker-bee.md","user global claude","","8/15/2026 4:05:49 AM",".claude/agents/changelog-release-notes-worker-bee.md","file","agents/changelog-release-notes-worker-bee.md"
"agents","changelog-release-notes-worker-bee.md","user global cursor","","8/15/2026 4:05:49 AM",".cursor/agents/changelog-release-notes-worker-bee.md","file","agents/changelog-release-notes-worker-bee.md"
"agents","changelog-release-notes-worker-bee.md","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/agents/changelog-release-notes-worker-bee.md","file",".claude/agents/changelog-release-notes-worker-bee.md"
"agents","changelog-release-notes-worker-bee.md","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/agents/changelog-release-notes-worker-bee.md","file",".agents/agents/changelog-release-notes-worker-bee.md"
"agents","changelog-release-notes-worker-bee.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/agents/changelog-release-notes-worker-bee.md","file",".cursor/agents/changelog-release-notes-worker-bee.md"
"agents","changelog-release-notes-worker-bee.toml","user global codex","","8/15/2026 4:05:49 AM",".codex/agents/changelog-release-notes-worker-bee.toml","file","agents/changelog-release-notes-worker-bee.toml"
"agents","changelog-release-notes-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.codex/agents/changelog-release-notes-worker-bee.toml","file",".codex/agents/changelog-release-notes-worker-bee.toml"
"agents","ci-release-worker-bee.md","user global agents","","8/15/2026 4:05:49 AM",".agents/agents/ci-release-worker-bee.md","file","agents/ci-release-worker-bee.md"
"agents","ci-release-worker-bee.md","user global claude","","8/15/2026 4:05:49 AM",".claude/agents/ci-release-worker-bee.md","file","agents/ci-release-worker-bee.md"
"agents","ci-release-worker-bee.md","user global cursor","","8/15/2026 4:05:49 AM",".cursor/agents/ci-release-worker-bee.md","file","agents/ci-release-worker-bee.md"
"agents","ci-release-worker-bee.md","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/agents/ci-release-worker-bee.md","file",".claude/agents/ci-release-worker-bee.md"
"agents","ci-release-worker-bee.md","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/agents/ci-release-worker-bee.md","file",".agents/agents/ci-release-worker-bee.md"
"agents","ci-release-worker-bee.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/agents/ci-release-worker-bee.md","file",".cursor/agents/ci-release-worker-bee.md"
"agents","ci-release-worker-bee.toml","user global codex","","8/15/2026 4:05:49 AM",".codex/agents/ci-release-worker-bee.toml","file","agents/ci-release-worker-bee.toml"
"agents","ci-release-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.codex/agents/ci-release-worker-bee.toml","file",".codex/agents/ci-release-worker-bee.toml"
"agents","code-forensics-guardian.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/code-forensics-guardian.md","file",".cursor/agents/code-forensics-guardian.md"
"agents","code-forensics-worker-bee.md","user global claude","","6/18/2026 5:54:35 AM",".claude/agents/code-forensics-worker-bee.md","file","agents/code-forensics-worker-bee.md"
"agents","code-review-pr-guardian.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/code-review-pr-guardian.md","file",".cursor/agents/code-review-pr-guardian.md"
"agents","code-review-pr-worker-bee.md","user global agents","","8/15/2026 4:05:49 AM",".agents/agents/code-review-pr-worker-bee.md","file","agents/code-review-pr-worker-bee.md"
"agents","code-review-pr-worker-bee.md","user global claude","","8/15/2026 4:05:49 AM",".claude/agents/code-review-pr-worker-bee.md","file","agents/code-review-pr-worker-bee.md"
"agents","code-review-pr-worker-bee.md","user global cursor","","8/15/2026 4:05:49 AM",".cursor/agents/code-review-pr-worker-bee.md","file","agents/code-review-pr-worker-bee.md"
"agents","code-review-pr-worker-bee.md","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/agents/code-review-pr-worker-bee.md","file",".claude/agents/code-review-pr-worker-bee.md"
"agents","code-review-pr-worker-bee.md","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/agents/code-review-pr-worker-bee.md","file",".agents/agents/code-review-pr-worker-bee.md"
"agents","code-review-pr-worker-bee.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/agents/code-review-pr-worker-bee.md","file",".cursor/agents/code-review-pr-worker-bee.md"
"agents","code-review-pr-worker-bee.toml","user global codex","","8/15/2026 4:05:49 AM",".codex/agents/code-review-pr-worker-bee.toml","file","agents/code-review-pr-worker-bee.toml"
"agents","code-review-pr-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.codex/agents/code-review-pr-worker-bee.toml","file",".codex/agents/code-review-pr-worker-bee.toml"
"agents","cold-outreach-guardian.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/cold-outreach-guardian.md","file",".cursor/agents/cold-outreach-guardian.md"
"agents","cold-outreach-worker-bee.md","user global claude","","6/18/2026 5:54:35 AM",".claude/agents/cold-outreach-worker-bee.md","file","agents/cold-outreach-worker-bee.md"
"agents","competitive-research-worker-bee.md","user global cursor","","8/26/2026 3:09:29 PM",".cursor/agents/competitive-research-worker-bee.md","file","agents/competitive-research-worker-bee.md"
"agents","competitive-research-worker-bee.md","vibe-coding-tools canonical",".claude","9/4/2026 3:50:17 AM","GitHub/vibe-coding-tools/.claude/agents/competitive-research-worker-bee.md","file",".claude/agents/competitive-research-worker-bee.md"
"agents","competitive-research-worker-bee.md","vibe-coding-tools local agents",".agents","9/4/2026 3:50:17 AM","GitHub/vibe-coding-tools/.agents/agents/competitive-research-worker-bee.md","file",".agents/agents/competitive-research-worker-bee.md"
"agents","competitive-research-worker-bee.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/agents/competitive-research-worker-bee.md","file",".cursor/agents/competitive-research-worker-bee.md"
"agents","competitive-research-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.codex/agents/competitive-research-worker-bee.toml","file",".codex/agents/competitive-research-worker-bee.toml"
"agents","crm-integration-guardian.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/crm-integration-guardian.md","file",".cursor/agents/crm-integration-guardian.md"
"agents","crm-integration-worker-bee.md","user global claude","","6/18/2026 5:54:35 AM",".claude/agents/crm-integration-worker-bee.md","file","agents/crm-integration-worker-bee.md"
"agents","cron-scheduling-guardian.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/cron-scheduling-guardian.md","file",".cursor/agents/cron-scheduling-guardian.md"
"agents","cron-scheduling-worker-bee.md","user global agents","","8/15/2026 4:05:49 AM",".agents/agents/cron-scheduling-worker-bee.md","file","agents/cron-scheduling-worker-bee.md"
"agents","cron-scheduling-worker-bee.md","user global claude","","8/15/2026 4:05:49 AM",".claude/agents/cron-scheduling-worker-bee.md","file","agents/cron-scheduling-worker-bee.md"
"agents","cron-scheduling-worker-bee.md","user global cursor","","8/15/2026 4:05:49 AM",".cursor/agents/cron-scheduling-worker-bee.md","file","agents/cron-scheduling-worker-bee.md"
"agents","cron-scheduling-worker-bee.md","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/agents/cron-scheduling-worker-bee.md","file",".claude/agents/cron-scheduling-worker-bee.md"
"agents","cron-scheduling-worker-bee.md","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/agents/cron-scheduling-worker-bee.md","file",".agents/agents/cron-scheduling-worker-bee.md"
"agents","cron-scheduling-worker-bee.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/agents/cron-scheduling-worker-bee.md","file",".cursor/agents/cron-scheduling-worker-bee.md"
"agents","cron-scheduling-worker-bee.toml","user global codex","","8/15/2026 4:05:49 AM",".codex/agents/cron-scheduling-worker-bee.toml","file","agents/cron-scheduling-worker-bee.toml"
"agents","cron-scheduling-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.codex/agents/cron-scheduling-worker-bee.toml","file",".codex/agents/cron-scheduling-worker-bee.toml"
