"Asset Type","Asset","Source","Harness","Last Updated UTC","Path Relative to Home","Kind","Source Relative Path"
"agents","ux-ui-svelte-worker-bee.toml","user global codex","","8/15/2026 4:05:51 AM",".codex/agents/ux-ui-svelte-worker-bee.toml","file","agents/ux-ui-svelte-worker-bee.toml"
"agents","ux-ui-svelte-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.codex/agents/ux-ui-svelte-worker-bee.toml","file",".codex/agents/ux-ui-svelte-worker-bee.toml"
"agents","ux-ui-worker-bee.md","user global claude","","6/18/2026 5:58:52 AM",".claude/agents/ux-ui-worker-bee.md","file","agents/ux-ui-worker-bee.md"
"agents","vector-store-worker-bee.md","user global agents","","8/15/2026 4:05:51 AM",".agents/agents/vector-store-worker-bee.md","file","agents/vector-store-worker-bee.md"
"agents","vector-store-worker-bee.md","user global claude","","8/15/2026 4:05:51 AM",".claude/agents/vector-store-worker-bee.md","file","agents/vector-store-worker-bee.md"
"agents","vector-store-worker-bee.md","user global cursor","","8/15/2026 4:05:51 AM",".cursor/agents/vector-store-worker-bee.md","file","agents/vector-store-worker-bee.md"
"agents","vector-store-worker-bee.md","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/agents/vector-store-worker-bee.md","file",".claude/agents/vector-store-worker-bee.md"
"agents","vector-store-worker-bee.md","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/agents/vector-store-worker-bee.md","file",".agents/agents/vector-store-worker-bee.md"
"agents","vector-store-worker-bee.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/agents/vector-store-worker-bee.md","file",".cursor/agents/vector-store-worker-bee.md"
"agents","vector-store-worker-bee.toml","user global codex","","8/15/2026 4:05:51 AM",".codex/agents/vector-store-worker-bee.toml","file","agents/vector-store-worker-bee.toml"
"agents","vector-store-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.codex/agents/vector-store-worker-bee.toml","file",".codex/agents/vector-store-worker-bee.toml"
"agents","vercel-worker-bee.md","user global agents","","8/15/2026 4:05:51 AM",".agents/agents/vercel-worker-bee.md","file","agents/vercel-worker-bee.md"
"agents","vercel-worker-bee.md","user global claude","","8/15/2026 4:05:51 AM",".claude/agents/vercel-worker-bee.md","file","agents/vercel-worker-bee.md"
"agents","vercel-worker-bee.md","user global cursor","","8/15/2026 4:05:51 AM",".cursor/agents/vercel-worker-bee.md","file","agents/vercel-worker-bee.md"
"agents","vercel-worker-bee.md","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/agents/vercel-worker-bee.md","file",".claude/agents/vercel-worker-bee.md"
"agents","vercel-worker-bee.md","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/agents/vercel-worker-bee.md","file",".agents/agents/vercel-worker-bee.md"
"agents","vercel-worker-bee.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/agents/vercel-worker-bee.md","file",".cursor/agents/vercel-worker-bee.md"
"agents","vercel-worker-bee.toml","user global codex","","8/15/2026 4:05:51 AM",".codex/agents/vercel-worker-bee.toml","file","agents/vercel-worker-bee.toml"
"agents","vercel-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.codex/agents/vercel-worker-bee.toml","file",".codex/agents/vercel-worker-bee.toml"
"agents","website-guardian.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/website-guardian.md","file",".cursor/agents/website-guardian.md"
"agents","website-worker-bee.md","user global agents","","8/15/2026 4:05:51 AM",".agents/agents/website-worker-bee.md","file","agents/website-worker-bee.md"
"agents","website-worker-bee.md","user global claude","","8/15/2026 4:05:51 AM",".claude/agents/website-worker-bee.md","file","agents/website-worker-bee.md"
"agents","website-worker-bee.md","user global cursor","","8/15/2026 4:05:51 AM",".cursor/agents/website-worker-bee.md","file","agents/website-worker-bee.md"
"agents","website-worker-bee.md","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/agents/website-worker-bee.md","file",".claude/agents/website-worker-bee.md"
"agents","website-worker-bee.md","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/agents/website-worker-bee.md","file",".agents/agents/website-worker-bee.md"
"agents","website-worker-bee.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/agents/website-worker-bee.md","file",".cursor/agents/website-worker-bee.md"
"agents","website-worker-bee.toml","user global codex","","8/15/2026 4:05:51 AM",".codex/agents/website-worker-bee.toml","file","agents/website-worker-bee.toml"
"agents","website-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.codex/agents/website-worker-bee.toml","file",".codex/agents/website-worker-bee.toml"
"agents","wiki-guardian.md","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/agents/wiki-guardian.md","file",".cursor/agents/wiki-guardian.md"
"agents","wiki-worker-bee.md","user global agents","","8/15/2026 4:05:51 AM",".agents/agents/wiki-worker-bee.md","file","agents/wiki-worker-bee.md"
"agents","wiki-worker-bee.md","user global claude","","8/15/2026 4:05:51 AM",".claude/agents/wiki-worker-bee.md","file","agents/wiki-worker-bee.md"
"agents","wiki-worker-bee.md","user global cursor","","8/15/2026 4:05:51 AM",".cursor/agents/wiki-worker-bee.md","file","agents/wiki-worker-bee.md"
"agents","wiki-worker-bee.md","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/agents/wiki-worker-bee.md","file",".claude/agents/wiki-worker-bee.md"
"agents","wiki-worker-bee.md","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/agents/wiki-worker-bee.md","file",".agents/agents/wiki-worker-bee.md"
"agents","wiki-worker-bee.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/agents/wiki-worker-bee.md","file",".cursor/agents/wiki-worker-bee.md"
"agents","wiki-worker-bee.toml","user global codex","","8/15/2026 4:05:51 AM",".codex/agents/wiki-worker-bee.toml","file","agents/wiki-worker-bee.toml"
"agents","wiki-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.codex/agents/wiki-worker-bee.toml","file",".codex/agents/wiki-worker-bee.toml"
"agents","workos-worker-bee.md","user global agents","","8/15/2026 4:05:51 AM",".agents/agents/workos-worker-bee.md","file","agents/workos-worker-bee.md"
"agents","workos-worker-bee.md","user global claude","","8/15/2026 4:05:51 AM",".claude/agents/workos-worker-bee.md","file","agents/workos-worker-bee.md"
"agents","workos-worker-bee.md","user global cursor","","8/15/2026 4:05:51 AM",".cursor/agents/workos-worker-bee.md","file","agents/workos-worker-bee.md"
"agents","workos-worker-bee.md","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/agents/workos-worker-bee.md","file",".claude/agents/workos-worker-bee.md"
"agents","workos-worker-bee.md","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/agents/workos-worker-bee.md","file",".agents/agents/workos-worker-bee.md"
"agents","workos-worker-bee.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/agents/workos-worker-bee.md","file",".cursor/agents/workos-worker-bee.md"
"agents","workos-worker-bee.toml","user global codex","","8/15/2026 4:05:51 AM",".codex/agents/workos-worker-bee.toml","file","agents/workos-worker-bee.toml"
"agents","workos-worker-bee.toml","vibe-coding-tools local codex",".codex","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.codex/agents/workos-worker-bee.toml","file",".codex/agents/workos-worker-bee.toml"
"commands","drift-audit.md","user global claude","","8/15/2026 4:14:02 AM",".claude/commands/drift-audit.md","file","commands/drift-audit.md"
"commands","drift-audit.md","vibe-coding-tools canonical",".claude","8/15/2026 4:14:02 AM","GitHub/vibe-coding-tools/.claude/commands/drift-audit.md","file",".claude/commands/drift-audit.md"
"commands","drift-audit.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/commands/drift-audit.md","file",".cursor/commands/drift-audit.md"
"commands","forge.md","user global claude","","8/15/2026 4:12:53 AM",".claude/commands/forge.md","file","commands/forge.md"
"commands","forge.md","vibe-coding-tools canonical",".claude","8/15/2026 4:12:53 AM","GitHub/vibe-coding-tools/.claude/commands/forge.md","file",".claude/commands/forge.md"
"commands","forge.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/commands/forge.md","file",".cursor/commands/forge.md"
"commands","re-research.md","user global claude","","8/15/2026 4:13:36 AM",".claude/commands/re-research.md","file","commands/re-research.md"
"commands","re-research.md","vibe-coding-tools canonical",".claude","8/15/2026 4:13:36 AM","GitHub/vibe-coding-tools/.claude/commands/re-research.md","file",".claude/commands/re-research.md"
"commands","re-research.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/commands/re-research.md","file",".cursor/commands/re-research.md"
"commands","register.md","user global claude","","8/15/2026 4:13:14 AM",".claude/commands/register.md","file","commands/register.md"
"commands","register.md","vibe-coding-tools canonical",".claude","8/15/2026 4:13:14 AM","GitHub/vibe-coding-tools/.claude/commands/register.md","file",".claude/commands/register.md"
"commands","register.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/commands/register.md","file",".cursor/commands/register.md"
"commands","ship-gate.md","user global claude","","8/15/2026 4:13:02 AM",".claude/commands/ship-gate.md","file","commands/ship-gate.md"
"commands","ship-gate.md","vibe-coding-tools canonical",".claude","8/15/2026 4:13:02 AM","GitHub/vibe-coding-tools/.claude/commands/ship-gate.md","file",".claude/commands/ship-gate.md"
"commands","ship-gate.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/commands/ship-gate.md","file",".cursor/commands/ship-gate.md"
"commands","the-beekeeper.md","user global agents","","6/17/2026 11:59:52 AM",".agents/commands/the-beekeeper.md","file","commands/the-beekeeper.md"
"commands","the-beekeeper.md","user global claude","","8/15/2026 12:42:12 AM",".claude/commands/the-beekeeper.md","file","commands/the-beekeeper.md"
"commands","the-beekeeper.md","vibe-coding-tools canonical",".claude","8/15/2026 12:42:12 AM","GitHub/vibe-coding-tools/.claude/commands/the-beekeeper.md","file",".claude/commands/the-beekeeper.md"
"commands","the-beekeeper.md","user global cursor","","8/15/2026 4:05:48 AM",".cursor/commands/the-beekeeper.md","file","commands/the-beekeeper.md"
"commands","the-beekeeper.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/commands/the-beekeeper.md","file",".cursor/commands/the-beekeeper.md"
"commands","the-smoker.md","user global agents","","6/17/2026 11:59:52 AM",".agents/commands/the-smoker.md","file","commands/the-smoker.md"
"commands","the-smoker.md","user global claude","","8/15/2026 12:42:12 AM",".claude/commands/the-smoker.md","file","commands/the-smoker.md"
"commands","the-smoker.md","vibe-coding-tools canonical",".claude","8/15/2026 12:42:12 AM","GitHub/vibe-coding-tools/.claude/commands/the-smoker.md","file",".claude/commands/the-smoker.md"
"commands","the-smoker.md","user global cursor","","8/15/2026 4:05:48 AM",".cursor/commands/the-smoker.md","file","commands/the-smoker.md"
"commands","the-smoker.md","vibe-coding-tools local cursor",".cursor","9/5/2026 8:55:24 AM","GitHub/vibe-coding-tools/.cursor/commands/the-smoker.md","file",".cursor/commands/the-smoker.md"
"hooks","component-validate.mjs","user global codex","","8/14/2026 9:50:13 PM",".codex/hooks/component-validate.mjs","file","hooks/component-validate.mjs"
"hooks","component-validate.mjs","vibe-coding-tools canonical",".claude","8/14/2026 9:50:13 PM","GitHub/vibe-coding-tools/.claude/hooks/component-validate.mjs","file",".claude/hooks/component-validate.mjs"
"hooks","component-validate.mjs","vibe-coding-tools local codex",".codex","8/14/2026 9:50:13 PM","GitHub/vibe-coding-tools/.codex/hooks/component-validate.mjs","file",".codex/hooks/component-validate.mjs"
"hooks","component-validate.mjs","vibe-coding-tools local cursor",".cursor","8/14/2026 9:50:13 PM","GitHub/vibe-coding-tools/.cursor/hooks/component-validate.mjs","file",".cursor/hooks/component-validate.mjs"
"hooks","dash-guard.mjs","user global codex","","8/14/2026 9:50:13 PM",".codex/hooks/dash-guard.mjs","file","hooks/dash-guard.mjs"
"hooks","dash-guard.mjs","vibe-coding-tools canonical",".claude","8/14/2026 9:50:13 PM","GitHub/vibe-coding-tools/.claude/hooks/dash-guard.mjs","file",".claude/hooks/dash-guard.mjs"
"hooks","dash-guard.mjs","vibe-coding-tools local codex",".codex","8/14/2026 9:50:13 PM","GitHub/vibe-coding-tools/.codex/hooks/dash-guard.mjs","file",".codex/hooks/dash-guard.mjs"
"hooks","dash-guard.mjs","vibe-coding-tools local cursor",".cursor","8/14/2026 9:50:13 PM","GitHub/vibe-coding-tools/.cursor/hooks/dash-guard.mjs","file",".cursor/hooks/dash-guard.mjs"
"hooks","hooks.json","user global codex","","8/14/2026 9:51:41 PM",".codex/hooks/hooks.json","file","hooks/hooks.json"
"hooks","hooks.json","vibe-coding-tools canonical",".claude","8/14/2026 9:51:41 PM","GitHub/vibe-coding-tools/.claude/hooks/hooks.json","file",".claude/hooks/hooks.json"
"hooks","hooks.json","vibe-coding-tools local codex",".codex","8/14/2026 9:51:41 PM","GitHub/vibe-coding-tools/.codex/hooks/hooks.json","file",".codex/hooks/hooks.json"
"hooks","hooks.json","vibe-coding-tools local cursor",".cursor","8/14/2026 9:51:41 PM","GitHub/vibe-coding-tools/.cursor/hooks/hooks.json","file",".cursor/hooks/hooks.json"
"hooks","hooks.json","user global claude","","9/3/2026 7:06:25 AM",".claude/hooks/hooks.json","file","hooks/hooks.json"
"hooks","ospry-main-guard.mjs","user global claude","","9/2/2026 6:27:06 AM",".claude/hooks/ospry-main-guard.mjs","file","hooks/ospry-main-guard.mjs"
"hooks","summary-state","user global claude","","7/19/2026 9:14:31 PM",".claude/hooks/summary-state","directory","hooks/summary-state"
"rules","cadegent-legion-staging.mdc","user global cursor","","8/31/2026 10:38:36 AM",".cursor/rules/cadegent-legion-staging.mdc","file","rules/cadegent-legion-staging.mdc"
"rules","no-em-dashes.md","user global claude","","8/14/2026 9:51:15 PM",".claude/rules/no-em-dashes.md","file","rules/no-em-dashes.md"
"rules","no-em-dashes.md","vibe-coding-tools canonical",".claude","8/14/2026 9:51:15 PM","GitHub/vibe-coding-tools/.claude/rules/no-em-dashes.md","file",".claude/rules/no-em-dashes.md"
"rules","no-em-dashes.mdc","legion-suite cursor",".cursor","5/20/2026 11:51:57 PM","GitHub/legion-suite/.cursor/rules/no-em-dashes.mdc","file",".cursor/rules/no-em-dashes.mdc"
"rules","no-em-dashes.mdc","user global agents","","6/11/2026 5:43:34 AM",".agents/rules/no-em-dashes.mdc","file","rules/no-em-dashes.mdc"
"rules","no-em-dashes.mdc","user global claude","","6/11/2026 5:43:34 AM",".claude/rules/no-em-dashes.mdc","file","rules/no-em-dashes.mdc"
"rules","no-em-dashes.mdc","user global cursor","","8/14/2026 5:38:27 PM",".cursor/rules/no-em-dashes.mdc","file","rules/no-em-dashes.mdc"
"rules","no-em-dashes.mdc","vibe-coding-tools local cursor",".cursor","8/14/2026 5:38:27 PM","GitHub/vibe-coding-tools/.cursor/rules/no-em-dashes.mdc","file",".cursor/rules/no-em-dashes.mdc"
"rules","plan-construction-protocol.md","user global claude","","8/14/2026 9:51:15 PM",".claude/rules/plan-construction-protocol.md","file","rules/plan-construction-protocol.md"
"rules","plan-construction-protocol.md","vibe-coding-tools canonical",".claude","8/14/2026 9:51:15 PM","GitHub/vibe-coding-tools/.claude/rules/plan-construction-protocol.md","file",".claude/rules/plan-construction-protocol.md"
"rules","plan-construction-protocol.mdc","user global agents","","6/18/2026 5:54:35 AM",".agents/rules/plan-construction-protocol.mdc","file","rules/plan-construction-protocol.mdc"
"rules","plan-construction-protocol.mdc","user global claude","","6/18/2026 5:54:35 AM",".claude/rules/plan-construction-protocol.mdc","file","rules/plan-construction-protocol.mdc"
"rules","plan-construction-protocol.mdc","user global cursor","","8/14/2026 9:45:21 PM",".cursor/rules/plan-construction-protocol.mdc","file","rules/plan-construction-protocol.mdc"
"rules","plan-construction-protocol.mdc","vibe-coding-tools local cursor",".cursor","8/14/2026 9:45:21 PM","GitHub/vibe-coding-tools/.cursor/rules/plan-construction-protocol.mdc","file",".cursor/rules/plan-construction-protocol.mdc"
"rules","pr-conflict-check.md","user global claude","","8/14/2026 9:51:15 PM",".claude/rules/pr-conflict-check.md","file","rules/pr-conflict-check.md"
"rules","pr-conflict-check.md","vibe-coding-tools canonical",".claude","8/14/2026 9:51:15 PM","GitHub/vibe-coding-tools/.claude/rules/pr-conflict-check.md","file",".claude/rules/pr-conflict-check.md"
"rules","pr-conflict-check.mdc","user global agents","","6/14/2026 9:36:26 AM",".agents/rules/pr-conflict-check.mdc","file","rules/pr-conflict-check.mdc"
"rules","pr-conflict-check.mdc","user global claude","","6/14/2026 9:36:26 AM",".claude/rules/pr-conflict-check.mdc","file","rules/pr-conflict-check.mdc"
"rules","pr-conflict-check.mdc","user global cursor","","6/14/2026 9:36:26 AM",".cursor/rules/pr-conflict-check.mdc","file","rules/pr-conflict-check.mdc"
"rules","pr-conflict-check.mdc","vibe-coding-tools local cursor",".cursor","6/14/2026 9:36:26 AM","GitHub/vibe-coding-tools/.cursor/rules/pr-conflict-check.mdc","file",".cursor/rules/pr-conflict-check.mdc"
"rules","respect-agent-work-boundaries.md","user global claude","","8/14/2026 9:51:15 PM",".claude/rules/respect-agent-work-boundaries.md","file","rules/respect-agent-work-boundaries.md"
"rules","respect-agent-work-boundaries.md","vibe-coding-tools canonical",".claude","8/14/2026 9:51:15 PM","GitHub/vibe-coding-tools/.claude/rules/respect-agent-work-boundaries.md","file",".claude/rules/respect-agent-work-boundaries.md"
"rules","respect-agent-work-boundaries.mdc","user global agents","","6/11/2026 5:43:34 AM",".agents/rules/respect-agent-work-boundaries.mdc","file","rules/respect-agent-work-boundaries.mdc"
"rules","respect-agent-work-boundaries.mdc","user global claude","","6/11/2026 5:43:34 AM",".claude/rules/respect-agent-work-boundaries.mdc","file","rules/respect-agent-work-boundaries.mdc"
"rules","respect-agent-work-boundaries.mdc","user global cursor","","6/11/2026 5:43:34 AM",".cursor/rules/respect-agent-work-boundaries.mdc","file","rules/respect-agent-work-boundaries.mdc"
"rules","respect-agent-work-boundaries.mdc","vibe-coding-tools local cursor",".cursor","6/11/2026 5:43:34 AM","GitHub/vibe-coding-tools/.cursor/rules/respect-agent-work-boundaries.mdc","file",".cursor/rules/respect-agent-work-boundaries.mdc"
"skills","_to_delete","littlebird-skills","","8/17/2026 12:21:46 PM","GitHub/littlebird-skills/skills/_to_delete","directory","skills/_to_delete"
"skills",".system","user global codex","","9/3/2026 10:57:43 PM",".codex/skills/.system","directory","skills/.system"
"skills","adr-writing-stinger","user global agents","","8/14/2026 11:10:30 AM",".agents/skills/adr-writing-stinger","directory","skills/adr-writing-stinger"
"skills","adr-writing-stinger","user global cursor","","8/17/2026 5:13:49 AM",".cursor/skills/adr-writing-stinger","directory","skills/adr-writing-stinger"
"skills","adr-writing-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/adr-writing-stinger","directory",".claude/skills/adr-writing-stinger"
"skills","adr-writing-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/adr-writing-stinger","directory",".agents/skills/adr-writing-stinger"
"skills","adr-writing-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/adr-writing-stinger","directory",".cursor/skills/adr-writing-stinger"
"skills","adr-writing-stinger","user global claude","","9/4/2026 10:11:12 PM",".claude/skills/adr-writing-stinger","directory","skills/adr-writing-stinger"
"skills","adr-writing-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:53 PM","GitHub/legion-suite/.cursor/skills/adr-writing-weapon","directory",".cursor/skills/adr-writing-weapon"
"skills","affiliate-referral-program-stinger","user global claude","","6/18/2026 5:54:35 AM",".claude/skills/affiliate-referral-program-stinger","directory","skills/affiliate-referral-program-stinger"
"skills","affiliate-referral-program-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:53 PM","GitHub/legion-suite/.cursor/skills/affiliate-referral-program-weapon","directory",".cursor/skills/affiliate-referral-program-weapon"
"skills","agile-scrum-stinger","user global claude","","6/18/2026 5:54:35 AM",".claude/skills/agile-scrum-stinger","directory","skills/agile-scrum-stinger"
"skills","agile-scrum-stinger","user global agents","","8/14/2026 11:10:30 AM",".agents/skills/agile-scrum-stinger","directory","skills/agile-scrum-stinger"
"skills","agile-scrum-stinger","user global cursor","","8/17/2026 5:13:49 AM",".cursor/skills/agile-scrum-stinger","directory","skills/agile-scrum-stinger"
"skills","agile-scrum-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/agile-scrum-stinger","directory",".claude/skills/agile-scrum-stinger"
"skills","agile-scrum-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/agile-scrum-stinger","directory",".agents/skills/agile-scrum-stinger"
"skills","agile-scrum-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/agile-scrum-stinger","directory",".cursor/skills/agile-scrum-stinger"
"skills","agile-scrum-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:53 PM","GitHub/legion-suite/.cursor/skills/agile-scrum-weapon","directory",".cursor/skills/agile-scrum-weapon"
"skills","ai-coding-tools-stinger","user global claude","","6/18/2026 5:54:35 AM",".claude/skills/ai-coding-tools-stinger","directory","skills/ai-coding-tools-stinger"
"skills","ai-coding-tools-stinger","user global agents","","8/14/2026 11:10:31 AM",".agents/skills/ai-coding-tools-stinger","directory","skills/ai-coding-tools-stinger"
"skills","ai-coding-tools-stinger","user global cursor","","8/17/2026 5:13:49 AM",".cursor/skills/ai-coding-tools-stinger","directory","skills/ai-coding-tools-stinger"
"skills","ai-coding-tools-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/ai-coding-tools-stinger","directory",".claude/skills/ai-coding-tools-stinger"
"skills","ai-coding-tools-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/ai-coding-tools-stinger","directory",".agents/skills/ai-coding-tools-stinger"
"skills","ai-coding-tools-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/ai-coding-tools-stinger","directory",".cursor/skills/ai-coding-tools-stinger"
"skills","ai-coding-tools-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:53 PM","GitHub/legion-suite/.cursor/skills/ai-coding-tools-weapon","directory",".cursor/skills/ai-coding-tools-weapon"
"skills","ai-docs-stinger","user global claude","","6/18/2026 12:23:40 AM",".claude/skills/ai-docs-stinger","directory","skills/ai-docs-stinger"
"skills","ai-docs-stinger","user global agents","","8/14/2026 11:10:31 AM",".agents/skills/ai-docs-stinger","directory","skills/ai-docs-stinger"
"skills","ai-docs-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:53 PM","GitHub/legion-suite/.cursor/skills/ai-docs-weapon","directory",".cursor/skills/ai-docs-weapon"
"skills","ai-tools-platform-stinger","user global claude","","6/18/2026 5:54:35 AM",".claude/skills/ai-tools-platform-stinger","directory","skills/ai-tools-platform-stinger"
"skills","ai-tools-platform-stinger","user global agents","","8/14/2026 11:10:31 AM",".agents/skills/ai-tools-platform-stinger","directory","skills/ai-tools-platform-stinger"
"skills","ai-tools-platform-stinger","user global cursor","","8/17/2026 5:13:49 AM",".cursor/skills/ai-tools-platform-stinger","directory","skills/ai-tools-platform-stinger"
"skills","ai-tools-platform-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/ai-tools-platform-stinger","directory",".claude/skills/ai-tools-platform-stinger"
"skills","ai-tools-platform-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/ai-tools-platform-stinger","directory",".agents/skills/ai-tools-platform-stinger"
"skills","ai-tools-platform-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/ai-tools-platform-stinger","directory",".cursor/skills/ai-tools-platform-stinger"
"skills","ai-tools-platform-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:53 PM","GitHub/legion-suite/.cursor/skills/ai-tools-platform-weapon","directory",".cursor/skills/ai-tools-platform-weapon"
"skills","alt-ads-platforms-stinger","user global claude","","6/18/2026 5:54:36 AM",".claude/skills/alt-ads-platforms-stinger","directory","skills/alt-ads-platforms-stinger"
"skills","alt-ads-platforms-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:53 PM","GitHub/legion-suite/.cursor/skills/alt-ads-platforms-weapon","directory",".cursor/skills/alt-ads-platforms-weapon"
"skills","angel-creator","legion-suite cursor",".cursor","5/22/2026 11:01:53 PM","GitHub/legion-suite/.cursor/skills/angel-creator","directory",".cursor/skills/angel-creator"
"skills","angel-creator","user global claude","","6/18/2026 5:54:36 AM",".claude/skills/angel-creator","directory","skills/angel-creator"
"skills","api-docs-stinger","user global claude","","6/18/2026 5:54:36 AM",".claude/skills/api-docs-stinger","directory","skills/api-docs-stinger"
"skills","api-docs-stinger","user global agents","","8/14/2026 11:10:31 AM",".agents/skills/api-docs-stinger","directory","skills/api-docs-stinger"
"skills","api-docs-stinger","user global cursor","","8/17/2026 5:13:49 AM",".cursor/skills/api-docs-stinger","directory","skills/api-docs-stinger"
"skills","api-docs-stinger","vibe-coding-tools canonical",".claude","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.claude/skills/api-docs-stinger","directory",".claude/skills/api-docs-stinger"
"skills","api-docs-stinger","vibe-coding-tools local agents",".agents","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.agents/skills/api-docs-stinger","directory",".agents/skills/api-docs-stinger"
"skills","api-docs-stinger","vibe-coding-tools local cursor",".cursor","9/4/2026 3:51:33 AM","GitHub/vibe-coding-tools/.cursor/skills/api-docs-stinger","directory",".cursor/skills/api-docs-stinger"
"skills","api-docs-weapon","legion-suite cursor",".cursor","5/22/2026 11:01:53 PM","GitHub/legion-suite/.cursor/skills/api-docs-weapon","directory",".cursor/skills/api-docs-weapon"
"skills","app-store-submission-stinger","user global claude","","6/18/2026 5:54:36 AM",".claude/skills/app-store-submission-stinger","directory","skills/app-store-submission-stinger"
"skills","app-store-submission-stinger","user global agents","","8/14/2026 11:10:31 AM",".agents/skills/app-store-submission-stinger","directory","skills/app-store-submission-stinger"
